id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
36699,0,2011/7/20,World Vision,0,DWE,31.75002551,-1.48517166,Kwa Selemani,0,Lake Victoria,Kibarama,Kagera,18,2,Bukoba Rural,Katerero,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
33638,0,2011/7/19,Dwe,1674,DWE,31.51953753,-8.31401271,Kwa Mzee Mwanalinze,0,Lake Tanganyika,Matai,Rukwa,15,2,Sumbawanga Rural,Matai,230,TRUE,GeoData Consultants Ltd,VWC,Matai group  Water Sup,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,0
35753,0,2011/3/5,Nethalan,356,DWE,37.69192573,-6.07175501,Vingiro2,0,Wami / Ruvu,Komsanga,Morogoro,5,6,Mvomero,Kanga,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1990,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0
65809,0,2013/1/23,Missionaries,1624,Community,29.74701076,-4.64402853,Nyabakunde,0,Lake Tanganyika,Matyazo B,Kigoma,16,3,Kigoma Rural,Kalinzi,143,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2012,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
56276,0,2011/3/24,Lvia,0,LVIA,36.22002165,-6.14169974,Agnes,0,Wami / Ruvu,Karume,Dodoma,1,4,Chamwino,Manchali,0,TRUE,GeoData Consultants Ltd,VWC,Chal,TRUE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,1
36046,1000,2011/2/23,Churc,1980,Chur,35.72643382,-8.2626312,none,0,Rufiji,K,Iringa,11,2,Mufindi,Kibengu,0,TRUE,GeoData Consultants Ltd,VWC,Kib,TRUE,0,ksb,submersible,submersible,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
33968,0,2011/8/12,Kkkt,0,KKKT,33.07194574,-8.90582572,Shapwata Elias,0,Lake Rukwa,Silanga,Mbeya,12,6,Mbozi,Isansa,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,0
34766,0,2011/3/16,Danida,1217,DANID,35.69074252,-7.48572309,none,0,Rufiji,Manyanambo,Iringa,11,1,Iringa Rural,Kihorogota,550,FALSE,GeoData Consultants Ltd,VWC,Nyang',TRUE,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,0
33973,0,2013/3/22,Ms,2004,DWE,36.73050332,-3.15133165,Kwa Saluni,0,Internal,Engedeko,Arusha,2,2,Arusha Rural,Oldonyosambu,150,TRUE,GeoData Consultants Ltd,VWC,Losinoni maji salama,TRUE,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,fluoride,fluoride,enough,enough,spring,spring,groundwater,other,other,0
36888,0,2011/7/23,Plan Int,0,DWE,32.90317764,-2.57217327,Magereza,0,Lake Victoria,Butimba,Mwanza,19,3,Magu,Nkungulu,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
36415,0,2013/1/25,Government Of Tanzania,507,Government,37.86114005,-10.12118445,Shuleni,0,Ruvuma / Southern Coast,Matangini,Lindi,80,43,Liwale,Ngongowele,350,TRUE,GeoData Consultants Ltd,VWC,Mtandao wa Mabomba,TRUE,1981,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe multiple,communal standpipe,0
34713,0,2011/3/23,Kkkt,2099,Commu,34.00996953,-9.33802743,none,0,Lake Nyasa,Ufuvilo,Iringa,11,3,Makete,Kipagalo,0,TRUE,GeoData Consultants Ltd,WUA,Madiha,FALSE,2003,gravity,gravity,gravity,wua,user-group,never pay,never pay,unknown,unknown,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,0
33816,10,2013/2/19,Danida,967,MACK DONALD CONTRSCTOR,35.8655272,-10.55164627,Kwa Ahamadi Nchimbi,0,Rufiji,Madukani A,Ruvuma,10,5,Namtumbo,Luegu,250,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1997,swn 80,swn 80,handpump,wug,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0
35575,0,2011/3/14,Government Of Tanzania,294,DWE,36.14396447,-8.92918181,Kwa Mbialu,0,Rufiji,Mbialu,Morogoro,5,4,Ulanga,Malinyi,200,TRUE,GeoData Consultants Ltd,,,TRUE,1997,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,0
35347,0,2013/3/4,Killflora,1233,FPCT,36.85565601,-3.34805816,Pentecosta,0,Pangani,Huduma,Arusha,2,7,Meru,Nkoaranga,350,TRUE,GeoData Consultants Ltd,WUA,Kibohola gravity water supply,FALSE,2008,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
58716,0,2011/7/29,Hesawa,0,HESAWA,30.59139252,-2.48796812,Mkandala,0,Lake Victoria,Nyakasozi,Kagera,18,30,Ngara,Ntobeye,0,TRUE,GeoData Consultants Ltd,VWC,Nyakarundi  spring source,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
33870,500,2013/10/2,Danida,529,DANIDA,34.64592,-11.02799915,Kwa Mzee Jaruo,0,Lake Nyasa,Mbuchi 'A',Ruvuma,10,3,Mbinga,Kihagara,96,TRUE,GeoData Consultants Ltd,VWC,DANIDA,TRUE,1992,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
35049,2000,2013/2/17,Government Of Tanzania,1649,DWE,30.04837965,-4.60327645,Kisasi,0,Lake Tanganyika,Kibimba,Kigoma,16,2,Kasulu,Muzye,450,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,2002,gravity,gravity,gravity,water board,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,0
33576,0,2012/11/8,Hesawa,1272,DWE,33.85976999,-1.98305512,Kwa Matu,0,Lake Victoria,Mbugani,Mara,20,4,Bunda,Bunda,300,FALSE,GeoData Consultants Ltd,WUG,,FALSE,1985,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
34934,0,2012/10/24,Rural Water Supply And Sanitat,0,DWE,32.21952378,-3.31229529,Hekeheke Mtoni,0,Lake Tanganyika,Bulongo A,Shinyanga,17,5,Bukombe,Ushirika,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
28310,0,2011/3/14,Tardo,1756,Tardo,38.25772766,-4.6666453,Kwa Mzee Saidi,0,Pangani,Kwefivi,Tanga,4,1,Lushoto,Shume,1,TRUE,GeoData Consultants Ltd,VWC,Kibohelo  forest,TRUE,1992,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
72375,0,2012/10/22,Rssp,0,DWE,33.52558657,-3.41654126,Kwa Bundala,0,Internal,Bulaho,Shinyanga,17,8,Kishapu,Mondo,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
35884,0,2013/1/25,Government Of Tanzania,233,DWE,38.67895319,-9.17529831,Msikitini,0,Ruvuma / Southern Coast,Kijijini,Lindi,80,13,Kilwa,Miguruwe,390,TRUE,GeoData Consultants Ltd,,,TRUE,1981,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
40609,0,2011/3/30,Commu,0,Commu,35.8161298,-5.302862,Bombani-Ofisini,0,Internal,Bombani,Dodoma,1,1,Kondoa,Gwandi,0,TRUE,GeoData Consultants Ltd,VWC,Gwan,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,1
52736,0,2011/8/2,Hesawa,1167,DWE,33.06077565,-2.11310983,Tuliho,0,Lake Victoria,Hamkuno,Mwanza,19,1,Ukerewe,Bukanda,550,TRUE,GeoData Consultants Ltd,,,TRUE,1994,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,1
57115,100,2013/2/1,Norad,847,DWE,29.78008351,-4.98296374,Kwa Ezekiel Chahaga,0,Lake Tanganyika,Mtakuja,Kigoma,16,3,Kigoma Urban,Kitongoni,400,TRUE,GeoData Consultants Ltd,VWC,Kaseke water project,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
71569,500,2013/2/19,Tcrs,1143,TCRS,34.18214337,-4.65243373,Msumbiji,0,Internal,Msumbiji,Singida,13,1,Iramba,Urughu,285,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1989,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
37033,0,2013/3/3,Government Of Tanzania,963,Government,35.15273918,-11.03522021,Kwa Mzee Furahisha,0,Ruvuma / Southern Coast,Lami,Ruvuma,10,3,Mbinga,Mbangamao,96,,GeoData Consultants Ltd,VWC,Government,TRUE,2010,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
67838,0,2013/3/18,Government Of Tanzania,1581,DWE,37.4820051,-3.27521652,Kwa Aloyce Mrema,0,Pangani,Sango,Kilimanjaro,3,4,Moshi Rural,Kilema kaskazini,100,FALSE,GeoData Consultants Ltd,Other,Mshiri pipeline,TRUE,1972,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,other,other,1
27256,0,2011/3/29,Unicef,1438,DWE,34.7660533,-8.80230219,Kwa Hamad Nyomi,0,Rufiji,Katenge B,Iringa,11,4,Njombe,Wanging'ombe,75,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
48761,0,2013/2/12,Government Of Tanzania,1180,DWE,30.4106279,-3.8003718,John Stephan,0,Lake Tanganyika,Kumbanga,Kigoma,16,1,Kibondo,Kumsenga,230,TRUE,GeoData Consultants Ltd,VWC,Kibuye gravity water supply,FALSE,2010,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
36868,0,2011/8/7,Kkkt,0,KKKT,32.70043943,-8.90393482,Frank Mwasenga,0,Lake Rukwa,Isukamawela,Mbeya,12,6,Mbozi,Itaka,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,0
35384,0,2011/7/17,,0,,33.80602723,-9.18262794,Shamba La Chai,0,Lake Nyasa,Ilundu,Mbeya,12,4,Rungwe,Mpondo,0,TRUE,GeoData Consultants Ltd,VWC,N,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,fluoride,fluoride,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
33929,0,2012/10/29,Hesawa,1251,Hesawa,34.14511969,-1.36771989,Kwa Mzee Anditi,0,Lake Victoria,Rabuor A,Mara,20,6,Rorya,Nyathorogo,350,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji Kowak,TRUE,1992,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0
62271,0,2012/10/29,,0,,0,-2.00E-08,none,0,Lake Victoria,Nanga,Shinyanga,17,1,Bariadi,Bumera,0,FALSE,GeoData Consultants Ltd,WUG,,FALSE,0,swn 80,swn 80,handpump,wug,user-group,other,other,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,1
34435,0,2011/2/22,Shipo,1783,SHIPO,34.90544568,-9.20538715,Kwa Upendo Joachim,0,Rufiji,Ibohora,Iringa,11,4,Njombe,Ikuka,40,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2008,other - rope pump,rope pump,rope pump,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,0
33738,1500,2013/1/3,Mission,1033,DWE,35.34048242,-10.52840411,Kwa Theophil,0,Ruvuma / Southern Coast,Zomba A,Ruvuma,10,2,Songea Rural,Kilagano,600,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2012,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,0
36131,0,2013/2/23,Unicef,944,UNICEF,35.13884834,-10.75007989,Kwa Mzee Kapungu,0,Ruvuma / Southern Coast,Mnazimmoja,Ruvuma,10,3,Mbinga,Kigonsera,60,,GeoData Consultants Ltd,VWC,Government,TRUE,1977,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,0
38670,0,2013/1/29,,1558,,34.89661795,-5.0662041,Lighwa Primary,0,Internal,Mtunduru,Singida,13,2,Singida Rural,Ntuntu,1,,GeoData Consultants Ltd,VWC,,,1980,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,1
36084,0,2011/7/21,World Vision,0,VTECOS,31.69723326,-1.37499199,Kyanyonyi,0,Lake Victoria,Bituntu,Kagera,18,2,Bukoba Rural,Bujugo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
33920,500,2011/3/18,Ir,541,Ir,36.93277006,-7.17726849,Kalupola,0,Wami / Ruvu,Muhenda C,Morogoro,5,1,Kilosa,Ulaya,250,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2008,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
64465,0,2013/3/13,Crs,1613,CRS,37.17337736,-2.83925689,Shuleni,0,Internal,Mkao,Arusha,2,6,Longido,Olmolog,100,TRUE,GeoData Consultants Ltd,Parastatal,,,2005,gravity,gravity,gravity,parastatal,parastatal,pay when scheme fails,on failure,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,1
36873,0,2013/2/2,Government Of Tanzania,1494,DWE,29.77860163,-4.63300386,Shuleni,0,Lake Tanganyika,Ndoha,Kigoma,16,2,Kigoma Rural,Kalinzi,203,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,2008,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0
32925,0,2011/8/5,,0,,31.79200437,-1.33060316,Ntanuko,0,Lake Victoria,Kagondo Kaifo,Kagera,18,6,Bukoba Urban,Kagondo,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,improved spring,improved spring,1
33649,0,2012/10/18,Rwssp,0,DWE,32.2258129,-3.76723345,Kwa Punda,0,Lake Tanganyika,Nkweni,Shinyanga,17,3,Kahama,Igwamanoni,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
35891,200,2013/2/16,Norad,1530,NORAD,29.98208563,-4.48292701,Kwenye Tank,0,Lake Tanganyika,Kumsenga,Kigoma,16,2,Kasulu,Muhunga,540,TRUE,GeoData Consultants Ltd,Water authority,Mufisi,TRUE,1988,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
58346,600,2013/1/25,Isf,968,DWE,29.73259966,-4.80026484,Sikutegemea,0,Lake Tanganyika,Kabanga,Kigoma,16,3,Kigoma Rural,Mahembe,560,TRUE,GeoData Consultants Ltd,WUG,Mkongoro Two,TRUE,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
27919,0,2011/3/18,Dhv,164,DWE,37.66871789,-7.41607507,Kwa Biki,0,Wami / Ruvu,Kichangani,Morogoro,5,2,Morogoro Rural,Mngazi,130,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1995,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,1
33661,0,2012/11/9,Rwssp,0,WEDECO,34.37605759,-3.11485398,Idoselo,0,Internal,Mabatini,Shinyanga,17,6,Meatu,Sakasaka,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
69192,20,2011/2/25,Government Of Tanzania,383,RWE,37.44206674,-6.30481236,Kwa Mtunge,0,Wami / Ruvu,Mtunge,Morogoro,5,6,Mvomero,Mvomero,1,TRUE,GeoData Consultants Ltd,VWC,Vugiro,TRUE,1974,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,1
35472,0,2011/8/2,Revocatus Mahatane,0,not known,32.42583218,-2.33824478,Kwa Mahatane,0,Lake Victoria,Ccm B,Mwanza,19,5,Sengerema,Lugata,0,TRUE,GeoData Consultants Ltd,Private operator,None,FALSE,0,other,other,other,private operator,commercial,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0
42896,250,2013/1/19,Dwe,1238,DWE,30.35380721,-4.3848408,Kwa Shengero,0,Lake Tanganyika,Nyakasanda,Kigoma,16,2,Kasulu,Nyakitonto,300,TRUE,GeoData Consultants Ltd,Water authority,Nyachenda,FALSE,2006,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,1
36294,0,2011/4/17,Government Of Tanzania,0,Centr,36.20266179,-5.04696356,Shuleni,0,Internal,Kivukoni,Dodoma,1,1,Kondoa,Jangalo,0,TRUE,GeoData Consultants Ltd,VWC,Ntom,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
32953,0,2013/2/24,Fini Water,68,Fini water,39.97457308,-10.76898934,Kwa Mbande Njelele,0,Ruvuma / Southern Coast,Zahanati,Mtwara,99,1,Mtwara Rural,Namtuhuka,500,TRUE,GeoData Consultants Ltd,VWC,Mnyawi water supply,TRUE,1978,submersible,submersible,submersible,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0
33909,1000,2013/1/21,Mdrdp,1691,MDRDP,35.53363275,-3.73430075,Kwa Baatrasi,0,Internal,Ayamuhale,Manyara,21,3,Mbulu,Daudi,420,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1994,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
25785,0,2013/3/13,Tassaf,1363,Community,36.77086404,-3.36324723,Ofisini,0,Pangani,Nguruma Kati,Arusha,2,7,Meru,Akheri,120,TRUE,GeoData Consultants Ltd,VWC,TASSAF,TRUE,2007,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,1
34967,0,2011/7/21,Unicef,0,DWE,33.01375689,-2.62211087,Kwa Kachungwa,0,Lake Victoria,Fumagila Magharib,Mwanza,19,3,Magu,Magu Urban,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
55648,250,2013/2/13,Red Cross,1364,RED CROSS,30.18549982,-4.24989487,Kwa Kabunga,0,Lake Tanganyika,Nyamidaho,Kigoma,16,2,Kasulu,Buhoro,570,TRUE,GeoData Consultants Ltd,Water authority,Nyamugarika,TRUE,2002,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,1
32387,200,2011/3/25,Dhv,266,DWE,36.89780196,-7.85832016,Jangwani,0,Rufiji,Mjimpya,Morogoro,5,3,Kilombero,Mang'ula,280,TRUE,GeoData Consultants Ltd,WUA,Mwaya Mn,TRUE,1998,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,1
35134,10,2013/7/3,Germany Republi,1216,CES,37.11971417,-3.23110906,Area 9 Namba 6,0,Pangani,Sufi,Kilimanjaro,3,5,Hai,Masama Magharibi,15,TRUE,GeoData Consultants Ltd,Water Board,Losaa-Kia water supply,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0
36521,0,2012/11/6,Hesawa,1213,DWE,33.79435582,-1.98660486,Kwa Shabani,0,Lake Victoria,Mine,Mara,20,4,Bunda,Kabasa,300,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1986,other,other,other,wug,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0
28320,0,2011/8/26,Hesawa,0,DWE,33.67855013,-2.68445881,Kwamangoma,0,Lake Victoria,Mwakalangahe,Mwanza,19,2,Magu,Nkungulu,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,1
21913,0,2011/3/30,Danida,0,Government,33.57211675,-8.67063143,Kwa Davice,0,Lake Rukwa,Chalangwa C,Mbeya,12,1,Chunya,Chalangwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1
34321,5,2013/3/13,Private Individual,1411,Dmdd,35.58602311,-3.40118607,Kwa Rafael Dakho,0,Internal,Subreta,Arusha,24,30,Karatu,Daa,150,TRUE,GeoData Consultants Ltd,VWC,Gyewasu,TRUE,2002,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
36753,0,2013/3/13,World Vision,1696,WORLD VISION,37.12926105,-2.8629504,Korongoni,0,Internal,Elwahi,Arusha,2,6,Longido,Olmolog,160,TRUE,GeoData Consultants Ltd,VWC,Olmolog water project,,1998,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,1
35260,30,2011/3/4,Private Individual,278,WU,38.40906586,-6.1161305,Mfikilwa,0,Wami / Ruvu,Mafungu Mifugoni,Pwani,6,1,Bagamoyo,Miono,8,FALSE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2008,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0
49039,0,2013/3/16,Government Of Tanzania,966,DWE,37.33724899,-3.29764017,Kwa Antony Mushi,0,Pangani,Okaseni Chini,Kilimanjaro,3,4,Moshi Rural,Uru Kusini Mawela,140,FALSE,GeoData Consultants Ltd,Water Board,Huru mawela water project,TRUE,1972,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,1
35872,300,2011/2/26,Dwe,-10,DWE,38.74188825,-7.88461953,Mng'Arika,0,Rufiji,Kiwili,Pwani,60,53,Rufiji,Mkongo,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1974,mono,mono,motorpump,vwc,user-group,other,other,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0
34496,500,2013/2/13,Tasaf,775,CJEJOW CONSTRUCTION,36.15299601,-10.39168348,Kwa Swalehe Hamis,0,Rufiji,Temeke,Ruvuma,10,5,Namtumbo,Mgombasi,120,TRUE,GeoData Consultants Ltd,WUG,,FALSE,2007,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0
36641,0,2012/12/13,Government Of Tanzania,1179,Government,33.7041488,-1.50107619,Kwa Mzee Sadiki,0,Lake Victoria,Mkirago,Mara,20,3,Musoma Rural,Etaro,320,FALSE,GeoData Consultants Ltd,VWC,,TRUE,1967,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,1
34436,0,2013/1/28,Government Of Tanzania,304,Region water Department,38.62925473,-10.18691919,Shule Ya Msingi Mnero,0,Ruvuma / Southern Coast,Misheni,Lindi,8,3,Nachingwea,Mnero Ngongo,250,TRUE,GeoData Consultants Ltd,VWC,Mnerongongo,FALSE,1971,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,hand dtw,borehole,groundwater,communal standpipe multiple,communal standpipe,0
24772,5000,2013/1/30,Rudep,1146,Distri,32.13057921,-6.79570122,Kwa Kadungu,0,Lake Rukwa,Majengo,Rukwa,15,1,Mpanda,Ilela,170,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1988,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,1
